GeneID	Length	1h_m1_t	1h_m1_u	1h_m2_t	1h_m2_u	1h_m3_t	1h_m3_u	6h_m1_t	6h_m1_u	6h_m2_t	6h_m2_u	6h_m3_t	6h_m3_u
ENSMUSG00000098728	56	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000248	2847	5	3	1	3	6	4	18	2	4	1	4	5
ENSMUSG00000085786	2231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098359	56	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079223	1107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087150	2547	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089728	657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081935	216	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030154	2025	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107867	197	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107811	1478	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000030155	2099	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079295	701	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089590	63	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030157	1213	0	0	1	0	0	0	0	0	1	1	0	0
ENSMUSG00000098268	110	0	0	0	0	1	1	0	3	0	0	0	0
ENSMUSG00000097354	7241	3	0	2	2	6	0	0	3	0	2	2	4
ENSMUSG00000112144	699	3	0	2	1	0	0	0	1	5	0	5	0
ENSMUSG00000030156	6509	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000047720	1809	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053063	5528	0	0	0	0	0	0	6	0	1	0	4	0
ENSMUSG00000030158	1619	0	2	0	0	1	0	0	0	0	0	0	2
ENSMUSG00000030159	5103	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000046080	3293	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000107792	594	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033082	5180	0	0	0	1	5	0	0	0	0	3	4	0
ENSMUSG00000079293	2638	0	1	0	0	0	4	8	1	6	8	9	2
ENSMUSG00000030162	3572	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000030160	3138	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108290	3023	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097675	1868	48	68	75	99	98	69	153	42	114	75	96	91
ENSMUSG00000030161	2013	0	0	0	1	0	1	0	0	0	2	1	1
ENSMUSG00000107997	692	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108257	442	0	0	0	2	1	4	0	0	0	1	0	0
ENSMUSG00000050241	3494	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030165	1281	0	0	3	0	0	0	0	0	0	0	0	1
ENSMUSG00000030149	7183	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033027	736	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000052736	5812	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000030167	1984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083848	581	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076212	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107715	368	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067610	838	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043932	3913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071158	2000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082069	334	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014543	1192	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108235	1549	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092047	69	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096482	74	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030173	1398	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083120	808	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088426	62	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061769	1116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079852	1245	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089383	75	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072717	810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108099	112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094188	74	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089727	1178	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096331	74	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072721	1113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094579	74	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033024	1279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067599	1265	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072718	823	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030178	1041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094408	74	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067591	1238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079853	1764	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084204	447	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082777	339	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107492	687	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098212	2617	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098025	1024	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107787	121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098115	1163	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107519	1359	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098084	223	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098214	1819	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107898	1436	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108104	231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098015	2947	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108065	1074	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098071	2634	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107975	229	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107557	2278	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098137	2719	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107575	219	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107522	1161	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107581	106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107587	217	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107582	2783	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108066	824	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108054	226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107464	2619	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090099	1107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061969	2796	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030187	1898	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058873	522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108284	115	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000030188	1720	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107658	736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032899	5865	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030189	3075	0	0	1	0	1	0	3	3	5	1	6	1
ENSMUSG00000065036	134	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107832	1859	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095577	608	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094113	769	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077015	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089792	585	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062477	571	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107784	113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054497	1090	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053389	1032	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057754	927	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061977	909	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051153	964	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063478	930	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107983	210	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107774	684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108245	1111	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108144	481	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079276	380	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107671	235	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107973	451	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067543	1621	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107777	235	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107834	475	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107874	1298	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107754	217	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107626	451	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030143	1240	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107550	217	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107805	490	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108041	399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108002	472	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107731	433	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107632	2220	1	1	0	2	1	0	0	0	0	0	0	0
ENSMUSG00000094823	121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059934	993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095102	121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058295	1074	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067541	1288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059382	892	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071150	918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078280	930	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071149	1033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107669	367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060412	930	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107888	271	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056901	1044	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053217	984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107592	992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058349	1158	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108250	901	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107683	373	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057381	1002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030194	918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107980	311	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062952	1002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056926	930	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107594	929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059410	937	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108261	934	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063762	965	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057699	1036	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107466	429	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062528	951	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107544	355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107808	902	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107746	985	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030196	939	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071147	1000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107602	872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107694	649	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107642	946	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072704	3068	0	1	1	0	1	2	0	4	11	2	7	1
ENSMUSG00000107838	1828	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108115	346	2	0	2	3	1	2	0	0	0	0	0	7
ENSMUSG00000095447	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094750	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055594	649	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107625	304	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107527	271	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095412	649	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108023	232	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107765	364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107565	367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107635	277	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108241	330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107950	1145	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093148	83	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108106	2613	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032758	707	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107890	389	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107771	825	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030199	5983	0	0	0	0	0	0	21	0	1	2	6	0
ENSMUSG00000108214	1829	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000108238	2864	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091438	581	17	9	14	14	19	19	8	7	15	7	13	25
ENSMUSG00000092134	1394	27	20	22	26	44	37	78	21	30	17	29	22
ENSMUSG00000108263	696	4	7	3	2	7	4	0	3	0	4	7	5
ENSMUSG00000107666	1505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030200	4093	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107767	393	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030201	13672	0	0	1	0	0	1	0	0	0	3	2	2
ENSMUSG00000107728	2448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032718	2376	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108121	751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042992	2506	0	2	2	7	3	6	10	2	3	0	3	4
ENSMUSG00000108166	740	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000030203	7798	2	0	1	3	3	2	7	5	0	2	0	6
ENSMUSG00000108196	432	10	13	9	5	11	12	21	3	15	14	15	13
ENSMUSG00000032652	6186	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108233	409	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032641	2920	0	0	0	0	0	0	6	2	2	0	0	2
ENSMUSG00000107477	674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100876	3148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003031	4552	1	2	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000107730	353	1	0	0	0	1	0	0	0	0	2	0	0
ENSMUSG00000098318	5788	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090698	3567	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000030204	6652	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046733	2083	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030205	1385	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108191	375	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042770	3711	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000088372	134	2	0	1	0	0	1	0	0	0	1	0	0
ENSMUSG00000108248	907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108239	2573	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030207	6912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030206	1586	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000108276	5934	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047104	1279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108179	256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107768	2519	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082691	342	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030208	5935	0	0	0	0	1	0	6	5	0	1	1	3
ENSMUSG00000065187	115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107396	1424	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030209	24842	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086239	591	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089263	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086614	455	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097496	1214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087878	190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094973	1573	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083916	1191	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045291	1832	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088409	85	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091408	1065	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000107611	394	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071141	321	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000030213	20726	0	2	0	1	2	2	4	3	2	0	6	2
ENSMUSG00000107702	675	3	8	13	15	12	9	3	3	4	15	5	12
ENSMUSG00000030214	2633	7	4	6	4	5	3	4	9	11	0	4	8
ENSMUSG00000107760	2375	0	21	5	10	6	16	15	2	10	0	12	7
ENSMUSG00000107850	279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042638	3959	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096010	2863	0	0	0	0	0	1	0	0	0	3	0	0
ENSMUSG00000107542	535	4	5	2	0	1	1	2	2	0	0	2	2
ENSMUSG00000060032	1831	0	1	0	0	2	0	0	0	0	1	0	0
ENSMUSG00000105415	141	8	29	12	26	21	11	89	25	48	19	53	40
ENSMUSG00000030216	5029	0	0	2	1	2	0	0	1	0	0	0	0
ENSMUSG00000047515	6462	13	9	15	10	16	12	30	7	21	13	23	31
ENSMUSG00000043298	2298	1	0	0	0	1	0	0	0	5	0	0	1
ENSMUSG00000107899	506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030217	2517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030218	1187	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030219	2981	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030220	1707	0	0	0	0	1	0	13	2	2	1	6	1
ENSMUSG00000064330	7846	356	320	671	510	428	319	535	276	591	385	526	519
ENSMUSG00000107734	803	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030222	2731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107567	1054	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030223	6723	0	0	0	0	0	0	11	0	0	0	1	1
ENSMUSG00000107759	301	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015766	12355	0	0	0	0	0	0	12	1	2	2	0	0
ENSMUSG00000107878	1599	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030224	3090	0	2	0	0	1	0	0	2	3	0	13	1
ENSMUSG00000030225	8127	0	0	0	0	0	0	0	1	3	0	0	1
ENSMUSG00000094466	114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044378	3088	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008540	2013	0	0	0	0	0	0	0	0	1	2	0	1
ENSMUSG00000030226	5135	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089957	2697	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107675	2345	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100166	772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107553	500	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000046717	1456	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107686	604	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108178	385	0	0	1	0	1	2	4	0	2	0	1	1
ENSMUSG00000107569	164	0	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000088903	167	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108128	1149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092164	958	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107679	498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108147	1282	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030228	12647	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103951	1891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107870	165	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000030230	2510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108251	372	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041791	1527	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107487	1189	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107936	412	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108047	505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107407	442	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089558	111	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107572	994	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108229	670	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065882	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107891	485	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000030231	9356	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084477	253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107750	2262	0	1	0	0	1	2	0	0	2	0	2	0
ENSMUSG00000030232	9851	0	0	1	1	0	0	7	1	3	0	1	1
ENSMUSG00000079264	84	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080921	213	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108039	206	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107638	2300	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107613	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107462	530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100707	1588	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041741	12737	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000107456	3835	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108169	3544	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030235	5186	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030236	4929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084927	2449	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088865	311	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030237	6414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107516	794	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041698	5276	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000087904	215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079263	2450	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089616	249	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079262	3808	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092488	1070	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092500	665	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118597	476	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063975	3722	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088239	289	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041681	974	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041671	6812	36	38	26	24	37	12	47	25	48	18	38	28
ENSMUSG00000030243	7688	30	27	45	41	49	32	70	28	61	37	38	42
ENSMUSG00000030245	2818	0	0	0	0	0	0	5	2	0	4	1	0
ENSMUSG00000071112	1773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030244	2657	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000030246	1570	0	0	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000030247	2548	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030249	8373	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104234	1392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030282	4713	0	0	0	0	1	0	12	4	0	0	2	0
ENSMUSG00000048473	2160	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000072683	3950	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030283	9341	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107443	652	0	0	0	0	1	0	0	0	0	0	0	0
